msa_name,msa_code,5-Year Household Growth,1-Year Household Growth,Population,5-Year Population Growth,1-Year Population Growth,Vacancy_Rate,ACS_1_Year_Median_Price,5-Year Price Growth,ACS_1_Year_Median_Rent,5-Year Rent Growth,ACS_1_Year_Rent-Price_Ratio,Total_Units,msa_name_original,Population_Size_Category,msa_code_bls,Jobs,5-Year Job Growth,Income,5-Year Income Growth,Unemployment_Rate,permit_data_for_year,sfh_permits,duplex_unit_permits,small_multifamily_unit_permits,commercial_multifamily_unit_permits,total_unit_permits,percent_sfh,percent_duplex,percent_small_multi,percent_large_multi,Permits_as_Percent_of_Total_Units,housecanary_median_price,housecanary_median_rent,hc_median_rent_upper_bound,housecanary_rentpriceratio,1-Year Price Forecast,1-Year Rent Forecast,state,metro_or_micro_area,median_prop_taxes_by_msa,insurance,1-Year_HH_Growth_Minus_Percent_New_Supply,Median_Prop_Tax_Rate,Normalized Total Employment,5-Year Job Growth x Normalized,RANK_5-Year Household Growth,RANK_5-Year Population Growth,RANK_5-Year Job Growth,RANK_5-Year Job Growth x Normalized,RANK_Income,RANK_5-Year Income Growth,RANK_Unemployment_Rate,RANK_Permits_as_Percent_of_Total_Units,RANK_1-Year_HH_Growth_Minus_Percent_New_Supply,RANK_ACS_1_Year_Rent-Price_Ratio,RANK_housecanary_rentpriceratio,RANK_1-Year Price Forecast,RANK_ACS_1_Year_Median_Price,RANK_insurance,RANK_Median_Prop_Tax_Rate,RANK_Vacancy_Rate
"Rome, GA",40660,0.013800484425167577,0.00382051925597479,98541.0,0.021457225487452186,0.003370328887078709,0.1126996647604022,221100.0,0.7246489859594384,758.0,0.4141791044776119,0.34283129805517865,40568.0,"Rome, GA",1,40660,48000.0,0.14832535885167464,44643.56,0.15319417580055883,4.0,2023.0,327.0,0.0,0.0,0.0,327.0,100.0,0.0,0.0,0.0,0.008060540327351607,238700.0,1440.0,1817.0,0.006032677000418936,0.04195529043698398,,GA,Metropolitan Statistical Area,1299.0,2881.0,-0.004240021071376818,0.00587516960651289,0.003260773772803384,0.04836554399851909,69,158,354,217,67,127,207,187,48,158,171,202,253,210,243,134
"Hickory, NC",25860,0.03424307036247335,0.01691148723252596,366031.0,0.005458131434661744,0.0031627096254354206,0.112586900841566,230400.0,0.659942363112392,648.0,0.2437619961612284,0.28125,163980.0,"Hickory-Lenoir-Morganton, NC",3,25860,158100.0,0.020658489347966436,50983.92,0.2744501637810013,4.2,2023.0,1908.0,64.0,72.0,399.0,2379.0,80.20176544766709,2.6902059688944937,3.0264817150063053,16.77175283732661,0.01450786681302598,252700.0,1454.0,1828.0,0.005753858330035616,0.04709931637697884,0.02885408079142615,NC,Metropolitan Statistical Area,1148.0,3398.0,0.0024036204194999803,0.004982638888888889,0.01404189066126142,0.029008424865097842,135,104,149,183,145,270,169,99,172,55,137,237,241,161,297,135
"Binghamton, NY",13780,0.02867927583310564,0.0029995954492979563,246709.0,0.005145734703356339,-0.001816651696485649,0.1122571066765643,157300.0,0.30756442227763925,769.0,0.1669195751138088,0.4888747616020343,114505.0,"Binghamton, NY",2,13780,100900.0,-0.0194363459669582,49238.8,0.04054945054945058,4.3,2023.0,120.0,0.0,4.0,214.0,338.0,35.50295857988166,0.0,1.183431952662722,63.31360946745562,0.002951836164359635,180700.0,1648.0,2355.0,0.009120088544548976,0.06985842285572774,0.03803888419273038,NY,Metropolitan Statistical Area,3480.0,2349.0,4.7759284938321284e-05,0.022123331214240306,0.008440801778247799,-0.016405834360054022,109,100,39,35,119,41,156,313,114,357,308,343,352,266,8,136
"Goldsboro, NC",24140,-0.013407022926429486,0.004020444387416865,117480.0,-0.05635522426423339,-0.0018013118988546375,0.112193184826595,181800.0,0.3700075357950264,642.0,0.1443850267379679,0.35313531353135313,52882.0,"Goldsboro, NC",2,24140,42200.0,0.02676399026763998,46593.04,0.2958190521642299,4.6,2023.0,538.0,0.0,0.0,0.0,538.0,100.0,0.0,0.0,0.0,0.010173594039559775,183300.0,1256.0,1642.0,0.00685215493726132,0.05038320684014441,,NC,Metropolitan Statistical Area,1078.0,3398.0,-0.00615314965214291,0.005929592959295929,0.0026928311937565483,0.007207090786209761,16,1,165,122,84,297,109,153,27,188,253,259,321,152,240,137
"Charlottesville, VA",16820,0.06745121951219513,0.01734097327955927,221648.0,0.046610349565816875,0.006201142172306408,0.1120635435898476,431200.0,0.44214046822742475,1385.0,0.3485881207400195,0.3211966604823748,98578.0,"Charlottesville, VA",2,16820,129800.0,0.045930701047542266,54148.64,0.3395078403375398,3.2,2023.0,899.0,4.0,19.0,391.0,1309.0,68.67838044308633,0.3055767761650114,1.4514896867838043,29.87012987012987,0.013278824889934874,473800.0,2134.5,2699.0,0.004505065428450823,0.059036069062961216,0.02784048156508656,VA,Metropolitan Statistical Area,2977.0,2694.0,0.004062148389624397,0.006903988868274582,0.011270722560050135,0.0517672188495453,242,249,215,218,200,324,324,107,214,112,44,302,63,221,196,138
"Jackson, TN",27180,0.04211659880804862,0.014548326870601752,180446.0,0.009431640187961512,0.0028064754558438597,0.1112299330682904,199800.0,0.6074014481094127,711.0,0.38596491228070173,0.35585585585585583,79484.0,"Jackson, TN",2,27180,72200.0,0.019774011299435124,43629.56,0.15167529134009583,3.8,2023.0,428.0,6.0,6.0,0.0,434.0,98.61751152073732,1.3824884792626728,1.3824884792626728,0.0,0.00546021840873635,190600.0,1091.5,1907.5,0.005726652675760755,0.04080741705067359,,TN,Metropolitan Statistical Area,1034.0,3737.0,0.009088108461865403,0.005175175175175175,0.005630465223309147,0.011133688294679157,165,118,146,136,58,124,238,241,311,199,134,190,292,116,288,139
"Battle Creek, MI",12980,-0.008929905843670602,-0.0027633137206985355,134011.0,-0.0023524682305121085,-0.0014604305289589962,0.1104068149042492,163500.0,0.5181058495821727,757.0,0.2765598650927487,0.46299694189602447,59634.0,"Battle Creek, MI",2,12980,56500.0,-0.02249134948096887,57450.64,0.46343466454732085,5.6,2023.0,131.0,0.0,0.0,0.0,131.0,100.0,0.0,0.0,0.0,0.0021967334071167455,184100.0,1397.0,2255.0,0.007588267246061923,0.07026604329682118,,MI,Metropolitan Statistical Area,2074.0,2956.0,-0.004960047127815281,0.012685015290519878,0.004093103414509954,-0.009205941935749036,21,71,30,50,260,360,38,333,42,341,289,346,343,191,79,140
"Riverside, CA",40140,0.055818404841818645,0.012680921300715605,4610050.0,0.029897534125876687,0.006472794309320448,0.1103303360151443,552000.0,0.5320566194837635,1640.0,0.4065180102915952,0.2971014492753623,1584750.0,"Riverside-San Bernardino-Ontario, CA",5,40140,1708600.0,0.1044602456367163,56929.08,0.26379766123725856,6.0,2023.0,12463.0,208.0,457.0,7348.0,20268.0,61.49102032761002,1.026248273139925,2.254785869350701,36.25419380303927,0.012789398958826314,537200.0,2651.0,3243.0,0.004934847356664184,0.04089344357940128,0.022833723653395976,CA,Metropolitan Statistical Area,3672.0,1772.0,-0.00010847765811070921,0.0066521739130434784,0.16586860942197154,1.7326675683639703,215,188,316,360,248,259,24,112,111,82,72,194,32,346,202,141
"Amarillo, TX",11100,0.054895679487446176,0.0020055126900544356,269278.0,0.028457722083665933,0.0036227292718015998,0.1097769702714801,205000.0,0.3832658569500675,839.0,0.20373027259684362,0.4092682926829268,113931.0,"Amarillo, TX",3,11100,130000.0,0.07526881720430101,50053.64,0.03483234247503142,3.4,2023.0,567.0,46.0,50.0,55.0,672.0,84.375,6.845238095238095,7.440476190476191,8.18452380952381,0.0058983068699476,126500.0,1240.0,1559.0,0.009802371541501976,0.011278757473936363,,TX,Metropolitan Statistical Area,3075.0,4643.0,-0.0038927941798931644,0.015,0.011290306786913819,0.08498080377246953,208,179,273,259,126,39,309,236,50,294,313,18,284,66,39,142
"Fort Smith, AR",22900,-0.00033488496701383075,0.006688549652645068,228315.0,-0.01095973488704542,0.0010478963152633332,0.1094747518943537,181900.0,0.5158333333333334,647.0,0.27613412228796846,0.35568993952721273,100562.0,"Fort Smith, AR-OK",2,22900,118300.0,0.03409090909090917,42270.28,0.23473836105415025,3.6,2023.0,399.0,262.0,284.0,0.0,683.0,58.41874084919473,38.3601756954612,41.58125915080527,0.0,0.006791829915872795,181500.0,1188.0,1570.0,0.006545454545454545,0.03526723528258513,-0.07135250266240678,AR,Metropolitan Statistical Area,954.0,4675.0,-0.00010328026322772681,0.0052446399120395825,0.010144629515388305,0.03458396425700567,37,49,183,191,42,220,278,212,112,197,234,146,320,37,281,143
"Casper, WY",16220,-0.0026982779529468835,0.007997793712079426,79506.0,-0.018723078631993385,0.0015620669673225669,0.1094054580896686,267300.0,0.266824644549763,917.0,0.21618037135278514,0.34306023194912083,36936.0,"Casper, WY",1,16220,41000.0,0.032745591939546514,59973.16,0.15500475689750148,3.4,2023.0,206.0,0.0,12.0,0.0,218.0,94.4954128440367,0.0,5.504587155963303,0.0,0.005902100931340698,379800.0,1774.0,2225.0,0.004670879410215903,0.03834387090229652,,WY,Metropolitan Statistical Area,1430.0,2490.0,0.0020956927807387286,0.005349794238683128,0.0025753258325744446,0.008433056882485565,34,30,179,127,302,130,307,235,161,159,56,175,182,240,280,144
"Bowling Green, KY",14540,0.08635001872425416,0.02552696313099324,180624.0,0.06720236336779911,0.012477718360071301,0.1093628071791329,241200.0,0.4477791116446579,747.0,0.27692307692307694,0.30970149253731344,78171.0,"Bowling Green, KY",2,14540,84800.0,0.08301404853129002,56106.96,0.27748901860030073,5.1,2023.0,822.0,6.0,39.0,594.0,1455.0,56.49484536082474,0.4123711340206185,2.6804123711340204,40.824742268041234,0.018613040641670183,249500.0,1431.5,1867.5,0.0057374749498998,0.03914451904947325,,KY,Metropolitan Statistical Area,1382.0,4153.0,0.006913922489323057,0.005729684908789386,0.006864271515721238,0.05698309687380346,284,298,289,225,240,276,68,60,280,95,136,181,222,84,253,145
"Fayetteville, NC",22180,0.023633813340099948,0.01654032184680428,387819.0,0.006441115179699847,0.0053609711964453756,0.109174109333595,216900.0,0.5638067772170151,1028.0,0.43977591036414565,0.4739511295527893,163024.0,"Fayetteville, NC",3,22180,138100.0,0.04859529233105553,43522.96,0.3013962745280965,5.7,2023.0,2542.0,4.0,4.0,30.0,2576.0,98.68012422360248,0.15527950310559,0.15527950310559,1.1645962732919255,0.01580135440180587,249200.0,1499.0,1848.0,0.006015248796147673,0.0315146933260162,-0.009990009990009874,NC,Metropolitan Statistical Area,1665.0,3398.0,0.0007389674449984097,0.007676348547717842,0.012083467974893021,0.05871996586128739,90,112,222,230,55,301,32,88,131,349,168,121,263,154,173,146
"Elmira, NY",21300,0.0033175628894530347,0.016246384010753002,83584.0,-0.037970604145805276,-0.010324902908023112,0.1090303573715896,139600.0,0.32573599240265905,831.0,0.2687022900763359,0.5952722063037249,39035.0,"Elmira, NY",1,21300,35600.0,-0.037837837837837784,43236.96,0.1888645819928796,4.4,2023.0,25.0,0.0,0.0,54.0,79.0,31.64556962025317,0.0,0.0,68.35443037974683,0.0020238247726399386,136400.0,1410.5,2206.0,0.010340909090909092,0.04274785318694163,,NY,Metropolitan Statistical Area,3092.0,2349.0,0.014222559238113063,0.022148997134670487,0.002046551707254977,-0.0077437091625863885,43,7,13,55,53,171,138,340,345,367,316,207,362,255,7,147
"Muskegon, MI",34740,0.021145117762512267,0.007153443634493814,175947.0,0.018760096579756465,0.0017878189178571226,0.1077720762604,208700.0,0.6926196269261963,812.0,0.33772652388797364,0.38907522759942503,74639.0,"Muskegon-Norton Shores, MI",2,34740,66400.0,0.02786377708978338,48069.32,0.1253667384926287,5.5,2023.0,308.0,4.0,4.0,0.0,312.0,98.71794871794872,1.2820512820512822,1.2820512820512822,0.0,0.0041801203124371975,250900.0,1706.0,2424.0,0.006799521721801515,0.08745999311191022,,MI,Metropolitan Statistical Area,2069.0,2956.0,0.0029733233220566166,0.009913751796837567,0.005062522644262311,0.014106100247170576,84,145,168,151,104,102,41,283,189,260,250,365,277,194,128,148
"Albany, NY",10580,0.0675416875402562,0.013168619183203287,901729.0,0.022528468173024806,0.0038563230227160136,0.107375208842974,284000.0,0.30755064456721914,1108.0,0.27210103329506313,0.3901408450704225,417778.0,"Albany-Schenectady-Troy, NY",4,10580,471500.0,-0.0006358626536667744,65193.96,0.20072978719328805,3.7,2023.0,976.0,40.0,95.0,836.0,1907.0,51.17986366019927,2.097535395909806,4.981646565285789,43.83848977451495,0.004564625231582324,342600.0,2129.0,2906.0,0.006214244016345592,0.0634476926344727,0.05444964871194369,NY,Metropolitan Statistical Area,4934.0,2349.0,0.008603993951620963,0.017373239436619718,0.04473037415665423,-0.0028442374410757865,243,162,88,77,338,183,271,269,303,262,196,324,163,265,26,149
"Bloomington, IN",14020,0.037237473452371585,0.004999695140540211,161426.0,-0.023985295629198333,-0.0002663049873350303,0.1071206088675821,279600.0,0.6199304750869061,927.0,0.25101214574898784,0.3315450643776824,73842.0,"Bloomington, IN",2,14020,82900.0,0.025990099009900902,46971.6,0.2863856451153517,4.5,2023.0,333.0,4.0,4.0,239.0,576.0,57.8125,0.6944444444444444,0.6944444444444444,41.49305555555556,0.007800438774681076,327300.0,1633.0,2115.0,0.004989306446684999,0.046452136200611616,0.004629629629629539,IN,Metropolitan Statistical Area,1461.0,3620.0,-0.0028007436341408653,0.005225321888412017,0.00667822136051624,0.01735676343698522,148,24,163,162,87,287,128,194,64,135,76,231,168,135,283,150
"Redding, CA",39820,0.008810260193513605,-0.002902655859999439,181852.0,0.016392892873311388,-0.00045620688707505427,0.1069876673448371,355100.0,0.34,1119.0,0.3596597812879708,0.31512250070402703,79626.0,"Redding, CA",2,39820,71900.0,0.05580029368575623,41329.08,-0.045239954351612655,5.7,2023.0,208.0,0.0,0.0,0.0,208.0,100.0,0.0,0.0,0.0,0.002612212091527893,,,,,0.03219027557482179,,CA,Metropolitan Statistical Area,2108.0,1772.0,-0.005514867951527332,0.005936355956068713,0.005601088883013621,0.03125424046321844,56,137,229,188,34,18,33,323,33,101,344,127,107,353,239,151
"Columbia, SC",17900,0.07714865188087928,0.01847353974459859,831913.0,0.029115128213692373,0.00737446159770314,0.1069418335524671,239600.0,0.5280612244897959,973.0,0.3077956989247312,0.40609348914858096,368116.0,"Columbia, SC",4,17900,434800.0,0.07490729295426446,53427.92,0.25492830446784076,5.2,2023.0,4634.0,78.0,229.0,602.0,5465.0,84.79414455626716,1.4272644098810614,4.190301921317475,11.01555352241537,0.014845863803800976,249700.0,1623.0,2123.0,0.006499799759711654,0.04085215332130665,0.010919017288444133,SC,Metropolitan Statistical Area,1400.0,3219.0,0.003627675940797612,0.005843071786310518,0.04113666852716822,0.30814364805270605,262,181,271,320,189,247,55,98,202,290,229,193,225,175,245,152
"Greenville, NC",24780,0.0486592544146501,0.014325076615964237,171196.0,-0.02996305614106661,0.003493552168815944,0.1066082240629991,224100.0,0.531784005468216,847.0,0.5802238805970149,0.3779562695225346,80763.0,"Greenville, NC",2,24780,84100.0,0.044720496894409933,49975.64,0.11129483591961331,4.8,2023.0,950.0,40.0,40.0,384.0,1374.0,69.14119359534207,2.911208151382824,2.911208151382824,27.94759825327511,0.01701274098287582,245500.0,1524.0,1919.0,0.006207739307535641,0.029453997921409902,0.006323396567299078,NC,Metropolitan Statistical Area,1423.0,3398.0,-0.0026876643669115838,0.006349843819723338,0.0067957267216983445,0.03039082757529694,189,14,212,185,125,81,95,71,66,238,195,102,248,158,219,153
"South Bend, IN",43780,0.05655791728456088,0.009532880961002566,323992.0,0.01244336114496422,0.0009608225382398102,0.1065120912960782,201800.0,0.48164464023494863,863.0,0.28998505231689087,0.4276511397423191,143533.0,"South Bend-Mishawaka, IN-MI",3,43780,144500.0,-0.02889784946236562,49674.04,0.060009542937671245,5.2,2023.0,364.0,40.0,40.0,18.0,422.0,86.25592417061611,9.47867298578199,9.47867298578199,4.265402843601896,0.002940090432165425,237800.0,1595.0,2126.0,0.006707317073170732,0.05741075262924911,,IN,Metropolitan Statistical Area,1742.0,3620.0,0.006592790528837141,0.008632309217046582,0.012710163234530909,-0.03672963837935683,216,131,18,17,122,46,63,314,270,318,244,295,289,130,146,154
"Little Rock, AR",30780,0.0804844528431541,0.018305455207795755,749290.0,0.025938390844887218,0.005458776042575233,0.1063856238363471,220700.0,0.40932311621966794,818.0,0.2450532724505327,0.37063887630267334,337837.0,"Little Rock-North Little Rock-Conway, AR",4,30780,400100.0,0.09287080032777939,53387.36,0.16542369033429827,3.2,2023.0,1932.0,94.0,147.0,585.0,2664.0,72.52252252252252,3.5285285285285286,5.518018018018018,21.95945945945946,0.007885459555939698,231400.0,1422.0,1790.0,0.006145203111495246,0.025835552133884665,0.030571992110453472,AR,Metropolitan Statistical Area,1398.0,4675.0,0.010419995651856057,0.006334390575441776,0.03773880516631905,0.3504833039210186,269,171,300,325,187,141,326,190,324,223,184,78,255,34,220,155
"Knoxville, TN",28940,0.058740787240473366,0.01598297677713355,908007.0,0.0527739452051618,0.012053147984881737,0.1063565693708191,320700.0,0.8252703471826978,963.0,0.4590909090909091,0.30028063610851263,407657.0,"Knoxville, TN",4,28940,444300.0,0.08737151248164454,61083.36,0.2439822512151988,3.2,2023.0,4218.0,92.0,224.0,1959.0,6401.0,65.89595375722543,1.437275425714732,3.4994532104358695,30.6045930323387,0.015701925883769934,351900.0,2109.0,2586.0,0.005993179880647912,0.05171209658413134,-0.009325681492108995,TN,Metropolitan Statistical Area,1240.0,3737.0,0.00028105089336361716,0.0038665419395073277,0.04206691930319321,0.36754503649632797,223,265,293,327,314,231,322,92,122,85,164,269,125,123,334,156
"Clarksville, TN",17300,0.10841328833099473,0.02681410177589629,322949.0,0.1056413732659573,0.021392539178012874,0.106075666748226,275900.0,0.636417556346382,1095.0,0.48575305291723203,0.3968829285973179,130784.0,"Clarksville, TN-KY",3,17300,102900.0,0.0888888888888888,41222.48,0.10326495393436685,4.4,2023.0,1385.0,92.0,226.0,1328.0,2939.0,47.12487240558013,3.1303164341612795,7.689690370874447,45.18543722354542,0.022472167849278198,270200.0,1521.0,1937.0,0.005629163582531458,0.03204498862934635,0.01848428835489835,TN,Metropolitan Statistical Area,1497.0,3737.0,0.004341933926618094,0.005425878941645524,0.00863664404688464,0.07677016930564115,316,348,296,255,31,78,139,41,222,273,125,125,176,118,271,157
"Johnson City, TN",27740,0.03674415839229443,0.013272433550666526,207442.0,0.033247495853402205,0.005672122246354328,0.1059599253471154,239400.0,0.5094577553593947,767.0,0.4256505576208178,0.3203842940685046,97518.0,"Johnson City, TN",2,27740,87300.0,0.06204379562043805,54244.32000000001,0.5250654230201317,3.7,2023.0,765.0,52.0,65.0,214.0,1044.0,73.27586206896552,4.980842911877395,6.226053639846743,20.49808429118774,0.010705715867839784,256400.0,2955.0,4082.0,0.011524960998439937,0.056385822195347046,,TN,Metropolitan Statistical Area,1200.0,3737.0,0.0025667176828267427,0.005012531328320802,0.007109074351517288,0.04410739561160368,146,205,238,206,203,363,258,145,177,111,318,291,226,121,295,158
"Winston, NC",49180,0.04058452774856248,0.013189466366673893,678243.0,0.030459058485707124,0.00791928834888262,0.1058797531605281,248600.0,0.5744141861937936,838.0,0.42759795570698467,0.337087691069992,303193.0,"Winston-Salem, NC",4,49180,278400.0,0.02052785923753664,58005.48,0.24691482226693506,4.3,2023.0,3567.0,10.0,13.0,1494.0,5074.0,70.29956641702799,0.1970831690973591,0.2562081198265668,29.444225463145447,0.01673521486313998,260800.0,1629.0,1959.0,0.006246165644171779,0.043938740419658506,0.01754385964912286,NC,Metropolitan Statistical Area,1686.0,3398.0,-0.0035457484964660883,0.006781979082864039,0.02582180311976734,0.05300663397019684,156,192,148,221,271,238,150,75,55,148,200,216,208,160,198,159
"Syracuse, NY",45060,0.02781868634411769,0.012696606473932818,658694.0,-0.0008615694519022786,-0.0036484315677062376,0.105704545224631,189400.0,0.35285714285714287,925.0,0.265389876880985,0.4883843717001056,296553.0,"Syracuse, NY",4,45060,320600.0,0.0009366219169528733,57465.719999999994,0.2424784133837019,4.0,2023.0,509.0,4.0,7.0,127.0,643.0,79.1601866251944,0.6220839813374806,1.088646967340591,19.751166407465007,0.002168246485451167,240000.0,1876.0,2658.0,0.007816666666666666,0.08248158255047255,0.0364238410596025,NY,Metropolitan Statistical Area,4376.0,2349.0,0.01052835998848165,0.023104540654699048,0.02995407498800466,0.002805564313581504,106,77,96,104,264,229,206,335,328,356,294,359,312,259,6,160
"Muncie, IN",34620,-0.0031314789219073946,0.012214376562431472,112156.0,-0.03262088357570426,-0.002880512091038407,0.1056710518667777,139700.0,0.4552083333333333,731.0,0.19639934533551553,0.5232641374373658,51613.0,"Muncie, IN",2,34620,48600.0,-0.04330708661417326,32997.119999999995,-0.11191972345457857,5.2,2023.0,82.0,0.0,0.0,0.0,82.0,100.0,0.0,0.0,0.0,0.0015887470210993353,166500.0,1230.0,1680.0,0.007387387387387387,0.049218516160155046,,IN,Metropolitan Statistical Area,906.0,3620.0,0.010625629541332136,0.006485325697924123,0.0033195264533944363,-0.014375901963519223,33,10,10,42,2,6,60,355,329,363,275,253,361,136,213,161
"Jonesboro, AR",27860,0.04282151618985828,0.011325874510883457,134035.0,0.044341768995823726,0.00712316003817052,0.1054974869128158,181800.0,0.3804100227790433,772.0,0.3287435456110155,0.42464246424642466,57499.0,"Jonesboro, AR",2,27860,65500.0,0.07377049180327866,53018.16,0.21857296522050929,3.0,2023.0,615.0,110.0,309.0,103.0,1027.0,59.88315481986368,10.71080817916261,30.08763388510224,10.02921129503408,0.017861180194438164,179600.0,1317.0,1830.0,0.007332962138084632,0.03153950479790768,,AR,Metropolitan Statistical Area,923.0,4675.0,-0.0065353056835547076,0.005077007700770077,0.0049743936233757335,0.036696346401952115,170,246,266,194,179,200,331,66,26,314,271,123,322,38,291,162
